MG100005_R1	Percent16sHits	0.0159311
MG100005_R2	Percent16sHits	0.0198591
MG100006_R1	Percent16sHits	0.00242467
MG100006_R2	Percent16sHits	0.00221326
MG100007_R1	Percent16sHits	0.0049889
MG100007_R2	Percent16sHits	0.0062792
MG100008_R1	Percent16sHits	0.240577
MG100008_R2	Percent16sHits	0.239425
MG100009_R1	Percent16sHits	0.00369674
MG100009_R2	Percent16sHits	0.00293481
MG100010_R1	Percent16sHits	0.00361971
MG100010_R2	Percent16sHits	0.0034548
MG100012_R1	Percent16sHits	0.00137316
MG100012_R2	Percent16sHits	0.00137926
MG100013_R1	Percent16sHits	0.0526177
MG100013_R2	Percent16sHits	0.0534188
