MG100005_R1	Cont	229
MG100005_R1	Clean	156926
MG100005_R2	Cont	261
MG100005_R2	Clean	156100
MG100006_R1	Cont	105
MG100006_R1	Clean	453670
MG100006_R2	Cont	179
MG100006_R2	Clean	451822
MG100007_R1	Cont	76
MG100007_R1	Clean	80178
MG100007_R2	Cont	87
MG100007_R2	Clean	79628
MG100008_R1	Cont	36
MG100008_R1	Clean	1247
MG100008_R2	Cont	28
MG100008_R2	Clean	1253
MG100009_R1	Cont	1154
MG100009_R1	Clean	513967
MG100009_R2	Cont	1232
MG100009_R2	Clean	511107
MG100010_R1	Cont	629
MG100010_R1	Clean	552531
MG100010_R2	Cont	684
MG100010_R2	Clean	549960
MG100012_R1	Cont	473
MG100012_R1	Clean	1747794
MG100012_R2	Cont	597
MG100012_R2	Clean	1740069
MG100013_R1	Cont	73
MG100013_R1	Clean	3801
MG100013_R2	Cont	68
MG100013_R2	Clean	3744
